From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ORF)	EMBL
A0A6A9QVZ8	A0A6A9QVZ8	unreviewed	A0A6A9QVZ8_ENTCA	Linear amide C-N hydrolase	DW201_11545	Enterococcus casseliflavus (Enterococcus flavescens)	324	DW201_11545	QRJU01000011;
A0A415EY36	A0A415EY36	unreviewed	A0A415EY36_ENTCA	Linear amide C-N hydrolase	DW084_00340	Enterococcus casseliflavus (Enterococcus flavescens)	324	DW084_00340	QRMZ01000001;
A0A6N2ZJX7	A0A6N2ZJX7	unreviewed	A0A6N2ZJX7_ENTCA	Choloylglycine hydrolase (EC 3.5.1.24)	cbh ECLFYP2_01620	Enterococcus casseliflavus (Enterococcus flavescens)	324	ECLFYP2_01620	CACRTX010000005;
A0A7T4GAT4	A0A7T4GAT4	unreviewed	A0A7T4GAT4_ENTCA	Choloylglycine hydrolase family protein	I6H55_16290	Enterococcus casseliflavus (Enterococcus flavescens)	324	I6H55_16290	CP066024;
A0A4V0GNZ7	A0A4V0GNZ7	unreviewed	A0A4V0GNZ7_ENTCA	Choloylglycine hydrolase (EC 3.5.1.24)	cbh_1 NCTC7179_02868	Enterococcus casseliflavus (Enterococcus flavescens)	247	NCTC7179_02868	CABEIQ010000017;
A0A941GQQ8	A0A941GQQ8	unreviewed	A0A941GQQ8_ENTCA	Choloylglycine hydrolase family protein	I8F96_15990	Enterococcus casseliflavus (Enterococcus flavescens)	324	I8F96_15990	JAEANQ010000003;
A0A377KXR4	A0A377KXR4	unreviewed	A0A377KXR4_ENTCA	Choloylglycine hydrolase (EC 3.5.1.24)	cbh NCTC12362_02301	Enterococcus casseliflavus (Enterococcus flavescens)	324	NCTC12362_02301	UGIQ01000001;
A0A4V0GPH4	A0A4V0GPH4	unreviewed	A0A4V0GPH4_ENTCA	Choloylglycine hydrolase (EC 3.5.1.24)	cbh_2 NCTC7179_02869	Enterococcus casseliflavus (Enterococcus flavescens)	72	NCTC7179_02869	CABEIQ010000017;
A0A494SW72	A0A494SW72	unreviewed	A0A494SW72_ENTCA	Linear amide C-N hydrolase	D8N35_17475	Enterococcus casseliflavus (Enterococcus flavescens)	324	D8N35_17475	CP032739;
C9A4U0	C9A4U0	unreviewed	C9A4U0_ENTCA	Choloylglycine hydrolase	ECBG_02025	Enterococcus casseliflavus EC20	324	ECBG_02025	CP004856;
F0EMQ9	F0EMQ9	unreviewed	F0EMQ9_ENTCA	Choloylglycine hydrolase (EC 3.5.1.24)	cbh HMPREF9087_2778	Enterococcus casseliflavus ATCC 12755	324	HMPREF9087_2778	AEWT01000026;
S4B775	S4B775	unreviewed	S4B775_ENTCA	Putative choloylglycine hydrolase	D932_03405	Enterococcus casseliflavus 14-MB-W-14	324	D932_03405	ATIC01000044;
C9CPT8	C9CPT8	unreviewed	C9CPT8_ENTCS	Bile salt hydrolase	ECAG_02752	Enterococcus casseliflavus (strain EC10)	324	ECAG_02752	GG692818;
A0A1L8RIP6	A0A1L8RIP6	unreviewed	A0A1L8RIP6_9ENTE	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	RU97_GL001155	Enterococcus canis	336	RU97_GL001155	JXKH01000002;
R3WIW0	R3WIW0	unreviewed	R3WIW0_9ENTE	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	UC7_01026	Enterococcus caccae ATCC BAA-1240	330	UC7_01026	AJAU01000011;
R3UAW6	R3UAW6	unreviewed	R3UAW6_9ENTE	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	UC7_00316	Enterococcus caccae ATCC BAA-1240	332	UC7_00316	AJAU01000004;
A0A8B5VUC1	A0A8B5VUC1	unreviewed	A0A8B5VUC1_ENTAV	Linear amide C-N hydrolase	AUF17_19140	Enterococcus avium (Streptococcus avium)	327	AUF17_19140	PDXQ01000002;
A0A2N8PSS0	A0A2N8PSS0	unreviewed	A0A2N8PSS0_ENTAV	Penicillin acylase	AUF12_19335	Enterococcus avium (Streptococcus avium)	327	AUF12_19335	NBSM01000004;
A0A2N8PS02	A0A2N8PS02	unreviewed	A0A2N8PS02_ENTAV	Choloylglycine hydrolase (Choloylglycine hydrolase family protein)	AUF12_17720 AUF17_20955 EK398_21200	Enterococcus avium (Streptococcus avium)	324	AUF12_17720 AUF17_20955 EK398_21200	NBSM01000004;RYZS01000002;PDXQ01000002;
A0A4P8KI37	A0A4P8KI37	unreviewed	A0A4P8KI37_ENTAV	Choloylglycine hydrolase family protein (Linear amide C-N hydrolase)	EH197_17560 GT583_22015	Enterococcus avium (Streptococcus avium)	324	EH197_17560 GT583_22015	WWRQ01000172;CP034169;
A0A4P8KDP6	A0A4P8KDP6	unreviewed	A0A4P8KDP6_ENTAV	Choloylglycine hydrolase family protein (Linear amide C-N hydrolase)	EH197_01690 GT583_07390	Enterococcus avium (Streptococcus avium)	324	EH197_01690 GT583_07390	WWRQ01000019;CP034169;
A0A413ALF2	A0A413ALF2	unreviewed	A0A413ALF2_9ENTE	Linear amide C-N hydrolase	DWV91_08110	Enterococcus asini	324	DWV91_08110	QRZW01000006;
A0A1L8QPT0	A0A1L8QPT0	unreviewed	A0A1L8QPT0_9ENTE	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	RU93_GL000678	Enterococcus aquimarinus	322	RU93_GL000678	JXKD01000015;
A0A1L8QXG4	A0A1L8QXG4	unreviewed	A0A1L8QXG4_9ENTE	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	RU93_GL000119	Enterococcus aquimarinus	327	RU93_GL000119	JXKD01000001;
A0A917JHP3	A0A917JHP3	unreviewed	A0A917JHP3_9ENTE	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	GCM10011482_16690	Enterococcus alcedinis	327	GCM10011482_16690	BMDT01000007;
A0A1I0H2Z2	A0A1I0H2Z2	unreviewed	A0A1I0H2Z2_9FIRM	Choloylglycine hydrolase	SAMN05216313_11452	Enterocloster lavalensis	324	SAMN05216313_11452	FOIM01000014;
A0A1I0GWK2	A0A1I0GWK2	unreviewed	A0A1I0GWK2_9FIRM	Choloylglycine hydrolase (Linear amide C-N hydrolase)	C7256_25090 SAMN05216313_113101	Enterocloster lavalensis	339	C7256_25090 SAMN05216313_113101	PYII01000030;FOIM01000013;
A0A2X2U4A7	A0A2X2U4A7	unreviewed	A0A2X2U4A7_9FIRM	Penicillin amidase	yxeI NCTC11224_02708	Enterocloster clostridioformis	265	NCTC11224_02708	UAVW01000009;
A0A1I0JGF8	A0A1I0JGF8	unreviewed	A0A1I0JGF8_9FIRM	Choloylglycine hydrolase	SAMN05216521_105630	Enterocloster clostridioformis	337	SAMN05216521_105630	FOIO01000056;
A0A829W1L6	A0A829W1L6	unreviewed	A0A829W1L6_9FIRM	Choloylglycine hydrolase family protein	yxeI Ccl03g_09710 FOC47_11350	Enterocloster clostridioformis	337	Ccl03g_09710 FOC47_11350	BJLB01000001;CP050964;
A0A174DL00	A0A174DL00	unreviewed	A0A174DL00_9FIRM	Penicillin V acylase and related amidases	ERS852480_00712 NCTC11224_00555	Enterocloster clostridioformis	130	ERS852480_00712 NCTC11224_00555	CZAB01000004;UAVW01000001;
A0A8B2XLX2	A0A8B2XLX2	unreviewed	A0A8B2XLX2_9FIRM	Linear amide C-N hydrolase	DW097_06180	Enterocloster clostridioformis	361	DW097_06180	QVEN01000001;
A0A8B2X6R5	A0A8B2X6R5	unreviewed	A0A8B2X6R5_9FIRM	Linear amide C-N hydrolase	DW097_19025	Enterocloster clostridioformis	337	DW097_19025	QVEN01000007;
A0A174QSS4	A0A174QSS4	unreviewed	A0A174QSS4_9FIRM	Penicillin amidase	yxeI ERS852480_03970	Enterocloster clostridioformis	295	ERS852480_03970	CZAB01000048;
A0A1I2PXU1	A0A1I2PXU1	unreviewed	A0A1I2PXU1_9FIRM	Choloylglycine hydrolase	SAMN05660211_02167	Enterocloster clostridioformis	337	SAMN05660211_02167	FOOJ01000015;
A0A1I6JWA8	A0A1I6JWA8	unreviewed	A0A1I6JWA8_9FIRM	"Linear amide C-N hydrolases, choloylglycine hydrolase family"	SAMN05216568_1017	Enterocloster citroniae	364	SAMN05216568_1017	FOZH01000001;
A0A3E2VJI7	A0A3E2VJI7	unreviewed	A0A3E2VJI7_9FIRM	Linear amide C-N hydrolase	DWZ14_11595	Enterocloster citroniae	334	DWZ14_11595	QVET01000003;
A0A1I6KRT1	A0A1I6KRT1	unreviewed	A0A1I6KRT1_9FIRM	Choloylglycine hydrolase	SAMN05216568_101902	Enterocloster citroniae	334	SAMN05216568_101902	FOZH01000001;
A0A3E2V3F1	A0A3E2V3F1	unreviewed	A0A3E2V3F1_9FIRM	Linear amide C-N hydrolase	DWZ14_27570	Enterocloster citroniae	364	DWZ14_27570	QVET01000020;
A0A3E2V1M5	A0A3E2V1M5	unreviewed	A0A3E2V1M5_9FIRM	Linear amide C-N hydrolase	DWZ14_29245	Enterocloster citroniae	324	DWZ14_29245	QVET01000026;
A0A3E2VNX1	A0A3E2VNX1	unreviewed	A0A3E2VNX1_9FIRM	Linear amide C-N hydrolase	DWZ14_08410	Enterocloster citroniae	372	DWZ14_08410	QVET01000002;
R0B1Z5	R0B1Z5	unreviewed	R0B1Z5_9FIRM	Choloylglycine hydrolase	HMPREF1097_01017	Enterocloster bolteae 90B8	324	HMPREF1097_01017	AGYG01000007;
R0ADB8	R0ADB8	unreviewed	R0ADB8_9FIRM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	HMPREF1097_05968	Enterocloster bolteae 90B8	361	HMPREF1097_05968	AGYG01000040;
R0A7S3	R0A7S3	unreviewed	R0A7S3_9FIRM	Penicillin amidase	HMPREF1097_05205	Enterocloster bolteae 90B8	337	HMPREF1097_05205	AGYG01000032;
R0A5H6	R0A5H6	unreviewed	R0A5H6_9FIRM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	HMPREF1085_04294	Enterocloster bolteae 90A9	361	HMPREF1085_04294	AGYH01000015;
R0BZ27	R0BZ27	unreviewed	R0BZ27_9FIRM	Penicillin amidase	HMPREF1085_03046	Enterocloster bolteae 90A9	337	HMPREF1085_03046	AGYH01000008;
A8RJ50	A8RJ50	unreviewed	A8RJ50_ENTBW	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	CLOBOL_00887	Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)	361	CLOBOL_00887	ABCC02000010;
A8RLG2	A8RLG2	unreviewed	A8RLG2_ENTBW	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	CLOBOL_01610	Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)	377	CLOBOL_01610	ABCC02000017;
A8RH30	A8RH30	unreviewed	A8RH30_ENTBW	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	CLOBOL_00297	Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)	337	CLOBOL_00297	ABCC02000002;
A8RLF4	A8RLF4	unreviewed	A8RLF4_ENTBW	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	CLOBOL_01602	Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)	348	CLOBOL_01602	ABCC02000017;
A8RN92	A8RN92	unreviewed	A8RN92_ENTBW	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	CLOBOL_02137	Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)	287	CLOBOL_02137	ABCC02000022;
A0A6N2XTU3	A0A6N2XTU3	unreviewed	A0A6N2XTU3_9FIRM	Linear amide C-N hydrolase (Penicillin acylase (EC 3.5.1.11))	CBLFYP116_05587 HLY09_24130	Enterocloster bolteae	361	CBLFYP116_05587 HLY09_24130	CP053229;CACRTF010000024;
A0A412Z9M0	A0A412Z9M0	unreviewed	A0A412Z9M0_9FIRM	Linear amide C-N hydrolase	DWW02_09320	Enterocloster bolteae	348	DWW02_09320	QRZM01000003;
A0A414ARR2	A0A414ARR2	unreviewed	A0A414ARR2_9FIRM	Linear amide C-N hydrolase	DW839_21275	Enterocloster bolteae	361	DW839_21275	QSHZ01000025;
A0A414AWQ7	A0A414AWQ7	unreviewed	A0A414AWQ7_9FIRM	Linear amide C-N hydrolase	DW839_10415	Enterocloster bolteae	377	DW839_10415	QSHZ01000009;
A0A412ZDA9	A0A412ZDA9	unreviewed	A0A412ZDA9_9FIRM	Linear amide C-N hydrolase	DWW02_00020	Enterocloster bolteae	361	DWW02_00020	QRZM01000001;
A0A6N2WJG7	A0A6N2WJG7	unreviewed	A0A6N2WJG7_9FIRM	Choloylglycine hydrolase (EC 3.5.1.24)	cbh CBLFYP116_03686	Enterocloster bolteae	324	CBLFYP116_03686	CACRTF010000016;
A0A414AWR8	A0A414AWR8	unreviewed	A0A414AWR8_9FIRM	Linear amide C-N hydrolase	DW839_10440	Enterocloster bolteae	348	DW839_10440	QSHZ01000009;
A0A8B3ABA0	A0A8B3ABA0	unreviewed	A0A8B3ABA0_9FIRM	Linear amide C-N hydrolase	DXB04_13485	Enterocloster bolteae	337	DXB04_13485	QSVW01000015;
A0A414AJF5	A0A414AJF5	unreviewed	A0A414AJF5_9FIRM	Linear amide C-N hydrolase	DW839_28025	Enterocloster bolteae	337	DW839_28025	QSHZ01000045;
A0A412YWB1	A0A412YWB1	unreviewed	A0A412YWB1_9FIRM	Linear amide C-N hydrolase	DWW02_26085 DXB04_25105	Enterocloster bolteae	324	DWW02_26085 DXB04_25105	QSVW01000043;QRZM01000017;
A0A412Z9I5	A0A412Z9I5	unreviewed	A0A412Z9I5_9FIRM	Linear amide C-N hydrolase	DWW02_09345	Enterocloster bolteae	377	DWW02_09345	QRZM01000003;
A0A6M5FXV8	A0A6M5FXV8	unreviewed	A0A6M5FXV8_9FIRM	Choloylglycine hydrolase family protein	HLY09_00290	Enterocloster bolteae	337	HLY09_00290	CP053229;
A0A8B3A5C6	A0A8B3A5C6	unreviewed	A0A8B3A5C6_9FIRM	Linear amide C-N hydrolase	DXB04_30440	Enterocloster bolteae	361	DXB04_30440	QSVW01000086;
A0A412ZA80	A0A412ZA80	unreviewed	A0A412ZA80_9FIRM	Linear amide C-N hydrolase	DWW02_10615	Enterocloster bolteae	337	DWW02_10615	QRZM01000003;
A0A6N2WNF2	A0A6N2WNF2	unreviewed	A0A6N2WNF2_9FIRM	Penicillin acylase (EC 3.5.1.11)	CBLFYP116_03856	Enterocloster bolteae	337	CBLFYP116_03856	CACRTF010000017;
A0A943IDB3	A0A943IDB3	unreviewed	A0A943IDB3_9FIRM	Choloylglycine hydrolase family protein	KHX84_17525	Enterocloster asparagiformis	339	KHX84_17525	JAGZBW010000086;
A0A413FDM0	A0A413FDM0	unreviewed	A0A413FDM0_9FIRM	Linear amide C-N hydrolase	DWV29_14850	Enterocloster asparagiformis	331	DWV29_14850	QSBM01000011;
A0A413WHK1	A0A413WHK1	unreviewed	A0A413WHK1_9FIRM	Linear amide C-N hydrolase	DW886_02300	Enterocloster aldenensis	369	DW886_02300	QSGP01000001;
A0A3E2WA33	A0A3E2WA33	unreviewed	A0A3E2WA33_9FIRM	Linear amide C-N hydrolase	DWX59_26435	Enterocloster aldenensis	362	DWX59_26435	QVEX01000025;
A0A413W353	A0A413W353	unreviewed	A0A413W353_9FIRM	Linear amide C-N hydrolase	DW886_20175	Enterocloster aldenensis	338	DW886_20175	QSGP01000007;
A0A3E2WEJ4	A0A3E2WEJ4	unreviewed	A0A3E2WEJ4_9FIRM	Linear amide C-N hydrolase	DWX59_20250	Enterocloster aldenensis	338	DWX59_20250	QVEX01000012;
A0A413VM04	A0A413VM04	unreviewed	A0A413VM04_9FIRM	Linear amide C-N hydrolase	DW886_30595	Enterocloster aldenensis	362	DW886_30595	QSGP01000018;
A0A7K0G5W2	A0A7K0G5W2	unreviewed	A0A7K0G5W2_9ACTN	Linear amide C-N hydrolase	GJE22_01045	Enorma shizhengliae	386	GJE22_01045	VTFZ01000001;
A0A7K0GAE7	A0A7K0GAE7	unreviewed	A0A7K0GAE7_9ACTN	Linear amide C-N hydrolase	GJE22_09460	Enorma shizhengliae	324	GJE22_09460	VTFZ01000014;
A0A921IVE9	A0A921IVE9	unreviewed	A0A921IVE9_9ACTN	C45 family autoproteolytic acyltransferase/hydrolase	K8V70_03330	Enorma phocaeensis	384	K8V70_03330	DYUZ01000014;
A0A921LSX2	A0A921LSX2	unreviewed	A0A921LSX2_9ACTN	Choloylglycine hydrolase (EC 3.5.1.24)	bsh K8V70_02510	Enorma phocaeensis	324	K8V70_02510	DYUZ01000009;
A0A1Y3UA35	A0A1Y3UA35	unreviewed	A0A1Y3UA35_9ACTN	Choloylglycine hydrolase	B5G21_01800	Enorma massiliensis	324	B5G21_01800	NFHO01000002;
A0A921LYB9	A0A921LYB9	unreviewed	A0A921LYB9_9ACTN	Choloylglycine hydrolase (EC 3.5.1.24)	bsh K8W21_00365	Enorma massiliensis	324	K8W21_00365	DYUN01000009;
A0A921J6A0	A0A921J6A0	unreviewed	A0A921J6A0_9ACTN	C45 family autoproteolytic acyltransferase/hydrolase	K8W21_05320	Enorma massiliensis	378	K8W21_05320	DYUN01000101;
A0A1Y3U8T8	A0A1Y3U8T8	unreviewed	A0A1Y3U8T8_9ACTN	Linear amide C-N hydrolase	B5G21_08910	Enorma massiliensis	378	B5G21_08910	NFHO01000011;
A0A1T4SPZ7	A0A1T4SPZ7	unreviewed	A0A1T4SPZ7_9HYPH	Choloylglycine hydrolase	SAMN02745126_04945	Enhydrobacter aerosaccus	350	SAMN02745126_04945	FUWJ01000009;
A0A1T4RBG9	A0A1T4RBG9	unreviewed	A0A1T4RBG9_9HYPH	Choloylglycine hydrolase	SAMN02745126_03734	Enhydrobacter aerosaccus	365	SAMN02745126_03734	FUWJ01000004;
A0A081K7L2	A0A081K7L2	unreviewed	A0A081K7L2_9GAMM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	GV64_04685	Endozoicomonas elysicola	312	GV64_04685	JOJP01000001;
A0A081KA94	A0A081KA94	unreviewed	A0A081KA94_9GAMM	Choloylglycine hydrolase	GV64_10215	Endozoicomonas elysicola	368	GV64_10215	JOJP01000001;
A0A4Z1B5R6	A0A4Z1B5R6	unreviewed	A0A4Z1B5R6_9FLAO	Linear amide C-N hydrolase	E4J94_10920	Empedobacter tilapiae	353	E4J94_10920	SRPE01000007;
A0A7H1JR97	A0A7H1JR97		A0A7H1JR97_9FLAO	deleted					
A0A7H9DTY2	A0A7H9DTY2	unreviewed	A0A7H9DTY2_9FLAO	Linear amide C-N hydrolase	FH779_08915	Empedobacter falsenii	353	FH779_08915	CP040908;
A0A376GH14	A0A376GH14	unreviewed	A0A376GH14_9FLAO	Penicillin V acylase and related amidases	NCTC13456_02286	Empedobacter falsenii	151	NCTC13456_02286	UFXS01000001;
A0A427BQX0	A0A427BQX0	unreviewed	A0A427BQX0_9FLAO	Linear amide C-N hydrolase	EGI89_04915	Empedobacter falsenii	136	EGI89_04915	RHPO01000006;
A0A511NDV2	A0A511NDV2	unreviewed	A0A511NDV2_9FLAO	Choloylglycine hydrolase	EB1_03010	Empedobacter brevis NBRC 14943 = ATCC 43319	353	EB1_03010	BJXC01000001;
A0A5P2GCN1	A0A5P2GCN1	unreviewed	A0A5P2GCN1_9FLAO	Linear amide C-N hydrolase	F0358_12725	Empedobacter brevis	353	F0358_12725	CP043634;
A0A6P1G8G4	A0A6P1G8G4	unreviewed	A0A6P1G8G4_9FLAO	Choloylglycine hydrolase	AS589_11405	Empedobacter brevis	353	AS589_11405	CP013210;
A0A415E649	A0A415E649	unreviewed	A0A415E649_9FIRM	Linear amide C-N hydrolase	DW099_00780	Emergencia timonensis	332	DW099_00780	QRMS01000001;
A0A6N6NT90	A0A6N6NT90	unreviewed	A0A6N6NT90_9ACTN	Choloylglycine hydrolase family protein	F8C90_03555	Ellagibacter isourolithinifaciens	316	F8C90_03555	WAJR01000005;
A0A1T3FTK0	A0A1T3FTK0	unreviewed	A0A1T3FTK0_9FLAO	Choloylglycine hydrolase	BAY32_00355	Elizabethkingia ursingii	353	BAY32_00355	MAIC01000001;
A0A1T3M8S8	A0A1T3M8S8	unreviewed	A0A1T3M8S8_9FLAO	Choloylglycine hydrolase	BAZ10_11395	Elizabethkingia occulta	353	BAZ10_11395	MAHX01000021;
A0A7T7UZ25	A0A7T7UZ25	unreviewed	A0A7T7UZ25_9FLAO	Linear amide C-N hydrolase	I6H88_20920	Elizabethkingia bruuniana	353	I6H88_20920	CP067018;
A0A7T7V2N8	A0A7T7V2N8	unreviewed	A0A7T7V2N8_9FLAO	Linear amide C-N hydrolase	I6H88_08495	Elizabethkingia bruuniana	462	I6H88_08495	CP067018;
A0A807YJI9	A0A807YJI9	unreviewed	A0A807YJI9_9FLAO	Linear amide C-N hydrolase	BAZ09_018655	Elizabethkingia anophelis R26	353	BAZ09_018655	CP023401;
A0A077ED79	A0A077ED79	unreviewed	A0A077ED79_9FLAO	Choloylglycine hydrolase	BD94_1721	Elizabethkingia anophelis NUHP1	353	BD94_1721	CP007547;
A0A854FNV1	A0A854FNV1	unreviewed	A0A854FNV1_9FLAO	Choloylglycine hydrolase	BAY08_04725	Elizabethkingia anophelis	342	BAY08_04725	MAHR01000034;
A0A8B4GNY5	A0A8B4GNY5	unreviewed	A0A8B4GNY5_9FLAO	Penicillin V acylase and related amidases	yxeI NCTC10586_01316	Elizabethkingia anophelis	353	NCTC10586_01316	UARL01000011;
A0A7Z7PXZ1	A0A7Z7PXZ1	unreviewed	A0A7Z7PXZ1_9FLAO	Choloylglycine hydrolase (EC 3.5.1.24)	cbh NCTC10588_03568	Elizabethkingia anophelis	353	NCTC10588_03568	UFYD01000001;
A0A1T3E5R8	A0A1T3E5R8	unreviewed	A0A1T3E5R8_9FLAO	Choloylglycine hydrolase	BBD32_15085	Elizabethkingia anophelis	342	BBD32_15085	CP016374;
A0A494JAC3	A0A494JAC3	unreviewed	A0A494JAC3_9FLAO	Choloylglycine hydrolase	AYC66_11270 BAY09_12220	Elizabethkingia anophelis	342	AYC66_11270 BAY09_12220	CP014339;MAHS01000003;
A0A1E3UH69	A0A1E3UH69	unreviewed	A0A1E3UH69_9FIRM	Choloylglycine hydrolase	BEI59_17730	Eisenbergiella tayi	273	BEI59_17730	MEHA01000013;
A0A1E3ALT3	A0A1E3ALT3	unreviewed	A0A1E3ALT3_9FIRM	"Linear amide C-N hydrolase, choloylglycine hydrolase family"	BEH84_04082	Eisenbergiella tayi	356	BEH84_04082	MCGI01000004;
A0A1E3ANL4	A0A1E3ANL4	unreviewed	A0A1E3ANL4_9FIRM	Penicillin acylase (EC 3.5.1.11)	BEH84_04661	Eisenbergiella tayi	332	BEH84_04661	MCGI01000004;
A0A1E3A7N4	A0A1E3A7N4	unreviewed	A0A1E3A7N4_9FIRM	Penicillin acylase (EC 3.5.1.11)	BEI61_05218	Eisenbergiella tayi	332	BEI61_05218	MCGH01000003;
A0A1E3AFL3	A0A1E3AFL3	unreviewed	A0A1E3AFL3_9FIRM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	BEI61_03434	Eisenbergiella tayi	273	BEI61_03434	MCGH01000002;
A0A1E3ADP5	A0A1E3ADP5	unreviewed	A0A1E3ADP5_9FIRM	"Linear amide C-N hydrolase, choloylglycine hydrolase family"	BEI61_02742	Eisenbergiella tayi	357	BEI61_02742	MCGH01000002;
A0A1E3ATY5	A0A1E3ATY5	unreviewed	A0A1E3ATY5_9FIRM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	BEH84_02790	Eisenbergiella tayi	274	BEH84_02790	MCGI01000002;
A0A1E3UNJ7	A0A1E3UNJ7	unreviewed	A0A1E3UNJ7_9FIRM	Penicillin amidase	BEI59_07650	Eisenbergiella tayi	332	BEI59_07650	MEHA01000004;
A0A1E3UP10	A0A1E3UP10	unreviewed	A0A1E3UP10_9FIRM	Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	BEI59_00340	Eisenbergiella tayi	357	BEI59_00340	MEHA01000001;
A0A6N7WEA8	A0A6N7WEA8	unreviewed	A0A6N7WEA8_9FIRM	Linear amide C-N hydrolase	FYJ45_11115	Eisenbergiella porci	373	FYJ45_11115	VUMI01000015;
A0A3E3J2A1	A0A3E3J2A1	unreviewed	A0A3E3J2A1_9FIRM	Linear amide C-N hydrolase	DWY69_04545	Eisenbergiella massiliensis	274	DWY69_04545	QVLU01000003;
A0A3E3IBU0	A0A3E3IBU0	unreviewed	A0A3E3IBU0_9FIRM	Linear amide C-N hydrolase	DWY69_02355 DXC51_03655	Eisenbergiella massiliensis	360	DWY69_02355 DXC51_03655	QVLV01000002;QVLU01000002;
R7BS06	R7BS06	unreviewed	R7BS06_9ACTN	Linear amide C-N hydrolase choloylglycine hydrolase family protein	BN629_00222	Eggerthella sp. CAG:368	328	BN629_00222	CBHM010000098;
R7BT55	R7BT55	unreviewed	R7BT55_9ACTN	Penicillin V acylase and related amidases	BN629_00557	Eggerthella sp. CAG:368	359	BN629_00557	CBHM010000158;
R7AD75	R7AD75	unreviewed	R7AD75_9ACTN	Bile salt hydrolase	BN592_00007	Eggerthella sp. CAG:298	315	BN592_00007	CBHI010000023;
R6HJ74	R6HJ74	unreviewed	R6HJ74_9ACTN	Linear amide C-N hydrolase choloylglycine hydrolase family protein	BN534_00190	Eggerthella sp. CAG:209	326	BN534_00190	CBDM010000211;
R6I5X3	R6I5X3	unreviewed	R6I5X3_9ACTN	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase	BN534_01215	Eggerthella sp. CAG:209	365	BN534_01215	CBDM010000132;
R5FLJ2	R5FLJ2	unreviewed	R5FLJ2_9ACTN	Choloylglycine hydrolase	BN494_00217	Eggerthella sp. CAG:1427	364	BN494_00217	CAXM010000076;
A0A852VF78	A0A852VF78	unreviewed	A0A852VF78_9BACT	Choloylglycine hydrolase (EC 3.5.1.24)	HDF08_000163	Edaphobacter lichenicola	356	HDF08_000163	JACCCU010000001;
A0A7W8IL11	A0A7W8IL11	unreviewed	A0A7W8IL11_9BACT	Choloylglycine hydrolase (EC 3.5.1.24)	HDF09_002937	Edaphobacter lichenicola	351	HDF09_002937	JACHDY010000004;
A0A7W8N3P2	A0A7W8N3P2	unreviewed	A0A7W8N3P2_9BACT	Choloylglycine hydrolase (EC 3.5.1.24)	HDF10_001628	Edaphobacter lichenicola	331	HDF10_001628	JACHDZ010000002;
A0A1H7NAG3	A0A1H7NAG3	unreviewed	A0A1H7NAG3_9GAMM	Choloylglycine hydrolase	SAMN05444515_11150	Ectothiorhodospira marina	352	SAMN05444515_11150	FOAA01000011;
A0A1H9GAM4	A0A1H9GAM4	unreviewed	A0A1H9GAM4_9GAMM	Choloylglycine hydrolase	SAMN05421693_13422	Ectothiorhodospira magna	354	SAMN05421693_13422	FOFO01000034;
W8KQG4	W8KQG4	unreviewed	W8KQG4_9GAMM	Choloylglycine hydrolase	M911_08840	Ectothiorhodospira haloalkaliphila	351	M911_08840	CP007268;
A0A1R3W5R4	A0A1R3W5R4	unreviewed	A0A1R3W5R4_9GAMM	Penicillin amidase Cysteine peptidase. MEROPS family C59	SAMN05216526_1541	Ectothiorhodosinus mongolicus	347	SAMN05216526_1541	FTPK01000002;
L0G3J5	L0G3J5	unreviewed	L0G3J5_ECHVK	Penicillin V acylase-like amidase	Echvi_3323	Echinicola vietnamensis (strain DSM 17526 / LMG 23754 / KMM 6221)	343		CP003346;
